,CSV,HEIGHTMAP
0,gravelpit5_real_evaluation_0.csv,gravelpit5.png
1,gravelpit5_real_evaluation_1.csv,gravelpit5.png
2,gravelpit5_real_evaluation_2.csv,gravelpit5.png
3,gravelpit5_real_evaluation_3.csv,gravelpit5.png
4,gravelpit5_real_evaluation_4.csv,gravelpit5.png
5,gravelpit5_real_evaluation_5.csv,gravelpit5.png
6,gravelpit5_real_evaluation_6.csv,gravelpit5.png
7,gravelpit5_real_evaluation_7.csv,gravelpit5.png
8,gravelpit5_real_evaluation_8.csv,gravelpit5.png
9,gravelpit5_real_evaluation_9.csv,gravelpit5.png
10,gravelpit5_real_evaluation_10.csv,gravelpit5.png
11,gravelpit5_real_evaluation_11.csv,gravelpit5.png
12,gravelpit5_real_evaluation_12.csv,gravelpit5.png
13,gravelpit5_real_evaluation_13.csv,gravelpit5.png
14,gravelpit5_real_evaluation_14.csv,gravelpit5.png
15,gravelpit5_real_evaluation_15.csv,gravelpit5.png
16,gravelpit5_real_evaluation_16.csv,gravelpit5.png
17,gravelpit5_real_evaluation_17.csv,gravelpit5.png
18,gravelpit5_real_evaluation_18.csv,gravelpit5.png
19,gravelpit5_real_evaluation_19.csv,gravelpit5.png
20,gravelpit5_real_evaluation_20.csv,gravelpit5.png
21,gravelpit5_real_evaluation_21.csv,gravelpit5.png
22,gravelpit5_real_evaluation_22.csv,gravelpit5.png
23,gravelpit5_real_evaluation_23.csv,gravelpit5.png
24,gravelpit5_real_evaluation_24.csv,gravelpit5.png
25,gravelpit5_real_evaluation_25.csv,gravelpit5.png
26,gravelpit5_real_evaluation_26.csv,gravelpit5.png
27,gravelpit5_real_evaluation_27.csv,gravelpit5.png
28,gravelpit5_real_evaluation_28.csv,gravelpit5.png
29,gravelpit5_real_evaluation_29.csv,gravelpit5.png
