,CSV,HEIGHTMAP
0,bumps2_training_0.csv,bumps2.png
1,bumps2_training_1.csv,bumps2.png
2,bumps2_training_2.csv,bumps2.png
3,bumps2_training_3.csv,bumps2.png
4,bumps2_training_4.csv,bumps2.png
5,bumps2_training_5.csv,bumps2.png
6,bumps2_training_6.csv,bumps2.png
7,bumps2_training_7.csv,bumps2.png
8,bumps2_training_8.csv,bumps2.png
9,bumps2_training_9.csv,bumps2.png
10,bumps2_training_10.csv,bumps2.png
11,bumps2_training_11.csv,bumps2.png
12,bumps2_training_12.csv,bumps2.png
13,bumps2_training_13.csv,bumps2.png
14,bumps2_training_14.csv,bumps2.png
15,bumps2_training_15.csv,bumps2.png
16,bumps2_training_17.csv,bumps2.png
17,bumps2_training_18.csv,bumps2.png
18,bumps2_training_19.csv,bumps2.png
