,CSV,HEIGHTMAP
0,bars3_training_0.csv,bars3.png
1,bars3_training_1.csv,bars3.png
2,bars3_training_2.csv,bars3.png
3,bars3_training_3.csv,bars3.png
4,bars3_training_4.csv,bars3.png
5,bars3_training_5.csv,bars3.png
6,bars3_training_6.csv,bars3.png
7,bars3_training_7.csv,bars3.png
8,bars3_training_8.csv,bars3.png
9,bars3_training_9.csv,bars3.png
10,bars3_training_10.csv,bars3.png
11,bars3_training_11.csv,bars3.png
12,bars3_training_12.csv,bars3.png
13,bars3_training_13.csv,bars3.png
14,bars3_training_14.csv,bars3.png
15,bars3_training_15.csv,bars3.png
16,bars3_training_16.csv,bars3.png
17,bars3_training_17.csv,bars3.png
18,bars3_training_18.csv,bars3.png
19,bars3_training_19.csv,bars3.png
20,bars3_training_20.csv,bars3.png
21,bars3_training_21.csv,bars3.png
22,bars3_training_22.csv,bars3.png
23,bars3_training_23.csv,bars3.png
24,bars3_training_24.csv,bars3.png
25,bars3_training_25.csv,bars3.png
26,bars3_training_26.csv,bars3.png
27,bars3_training_27.csv,bars3.png
28,bars3_training_28.csv,bars3.png
29,bars3_training_29.csv,bars3.png
30,bars3_training_30.csv,bars3.png
31,bars3_training_31.csv,bars3.png
32,bars3_training_32.csv,bars3.png
33,bars3_training_33.csv,bars3.png
34,bars3_training_34.csv,bars3.png
35,bars3_training_35.csv,bars3.png
36,bars3_training_36.csv,bars3.png
37,bars3_training_37.csv,bars3.png
38,bars3_training_38.csv,bars3.png
39,bars3_training_39.csv,bars3.png
40,bars3_training_40.csv,bars3.png
41,bars3_training_41.csv,bars3.png
42,bars3_training_42.csv,bars3.png
43,bars3_training_43.csv,bars3.png
44,bars3_training_44.csv,bars3.png
45,bars3_training_45.csv,bars3.png
46,bars3_training_46.csv,bars3.png
47,bars3_training_47.csv,bars3.png
48,bars3_training_48.csv,bars3.png
49,bars3_training_49.csv,bars3.png
50,bars3_training_50.csv,bars3.png
51,bars3_training_51.csv,bars3.png
52,bars3_training_52.csv,bars3.png
53,bars3_training_53.csv,bars3.png
54,bars3_training_54.csv,bars3.png
55,bars3_training_55.csv,bars3.png
56,bars3_training_56.csv,bars3.png
57,bars3_training_57.csv,bars3.png
58,bars3_training_58.csv,bars3.png
59,bars3_training_59.csv,bars3.png
60,bars3_training_60.csv,bars3.png
61,bars3_training_61.csv,bars3.png
62,bars3_training_62.csv,bars3.png
63,bars3_training_63.csv,bars3.png
64,bars3_training_64.csv,bars3.png
65,bars3_training_65.csv,bars3.png
66,bars3_training_66.csv,bars3.png
67,bars3_training_67.csv,bars3.png
68,bars3_training_68.csv,bars3.png
69,bars3_training_69.csv,bars3.png
70,bars3_training_70.csv,bars3.png
71,bars3_training_71.csv,bars3.png
72,bars3_training_72.csv,bars3.png
73,bars3_training_73.csv,bars3.png
74,bars3_training_74.csv,bars3.png
75,bars3_training_75.csv,bars3.png
76,bars3_training_76.csv,bars3.png
77,bars3_training_77.csv,bars3.png
78,bars3_training_78.csv,bars3.png
79,bars3_training_79.csv,bars3.png
80,bars3_training_80.csv,bars3.png
81,bars3_training_81.csv,bars3.png
82,bars3_training_82.csv,bars3.png
83,bars3_training_83.csv,bars3.png
84,bars3_training_84.csv,bars3.png
85,bars3_training_85.csv,bars3.png
86,bars3_training_86.csv,bars3.png
87,bars3_training_87.csv,bars3.png
88,bars3_training_88.csv,bars3.png
89,bars3_training_89.csv,bars3.png
90,bars3_training_90.csv,bars3.png
91,bars3_training_91.csv,bars3.png
92,bars3_training_92.csv,bars3.png
93,bars3_training_93.csv,bars3.png
94,bars3_training_94.csv,bars3.png
95,bars3_training_95.csv,bars3.png
96,bars3_training_96.csv,bars3.png
97,bars3_training_97.csv,bars3.png
98,bars3_training_98.csv,bars3.png
99,bars3_training_99.csv,bars3.png
