ID,CSV,HEIGHTMAP
0,gravelpit1_evaluation_0.csv,gravelpit1.png
1,gravelpit1_evaluation_1.csv,gravelpit1.png
2,gravelpit1_evaluation_2.csv,gravelpit1.png
3,gravelpit1_evaluation_3.csv,gravelpit1.png
4,gravelpit1_evaluation_4.csv,gravelpit1.png
5,gravelpit1_evaluation_5.csv,gravelpit1.png
6,gravelpit1_evaluation_6.csv,gravelpit1.png
7,gravelpit1_evaluation_7.csv,gravelpit1.png
8,gravelpit1_evaluation_8.csv,gravelpit1.png
9,gravelpit1_evaluation_9.csv,gravelpit1.png
10,gravelpit1_evaluation_10.csv,gravelpit1.png
11,gravelpit1_evaluation_11.csv,gravelpit1.png
12,gravelpit1_evaluation_12.csv,gravelpit1.png
13,gravelpit1_evaluation_13.csv,gravelpit1.png
14,gravelpit1_evaluation_14.csv,gravelpit1.png
15,gravelpit1_evaluation_15.csv,gravelpit1.png
16,gravelpit1_evaluation_16.csv,gravelpit1.png
17,gravelpit1_evaluation_17.csv,gravelpit1.png
18,gravelpit1_evaluation_18.csv,gravelpit1.png
20,gravelpit1_evaluation_20.csv,gravelpit1.png
21,gravelpit1_evaluation_21.csv,gravelpit1.png
22,gravelpit1_evaluation_22.csv,gravelpit1.png
23,gravelpit1_evaluation_23.csv,gravelpit1.png
24,gravelpit1_evaluation_24.csv,gravelpit1.png
26,gravelpit1_evaluation_26.csv,gravelpit1.png
27,gravelpit1_evaluation_27.csv,gravelpit1.png
28,gravelpit1_evaluation_28.csv,gravelpit1.png
29,gravelpit1_evaluation_29.csv,gravelpit1.png
30,gravelpit1_evaluation_30.csv,gravelpit1.png
31,gravelpit1_evaluation_31.csv,gravelpit1.png
32,gravelpit1_evaluation_32.csv,gravelpit1.png
33,gravelpit1_evaluation_33.csv,gravelpit1.png
34,gravelpit1_evaluation_34.csv,gravelpit1.png
35,gravelpit1_evaluation_35.csv,gravelpit1.png
36,gravelpit1_evaluation_36.csv,gravelpit1.png
37,gravelpit1_evaluation_37.csv,gravelpit1.png
38,gravelpit1_evaluation_38.csv,gravelpit1.png
39,gravelpit1_evaluation_39.csv,gravelpit1.png
40,gravelpit1_evaluation_40.csv,gravelpit1.png
41,gravelpit1_evaluation_41.csv,gravelpit1.png
42,gravelpit1_evaluation_42.csv,gravelpit1.png
43,gravelpit1_evaluation_43.csv,gravelpit1.png
44,gravelpit1_evaluation_44.csv,gravelpit1.png
45,gravelpit1_evaluation_45.csv,gravelpit1.png
46,gravelpit1_evaluation_46.csv,gravelpit1.png
48,gravelpit1_evaluation_48.csv,gravelpit1.png
49,gravelpit1_evaluation_49.csv,gravelpit1.png
50,gravelpit5_evaluation_0.csv,gravelpit5.png
51,gravelpit5_evaluation_1.csv,gravelpit5.png
53,gravelpit5_evaluation_3.csv,gravelpit5.png
54,gravelpit5_evaluation_4.csv,gravelpit5.png
55,gravelpit5_evaluation_5.csv,gravelpit5.png
56,gravelpit5_evaluation_6.csv,gravelpit5.png
57,gravelpit5_evaluation_7.csv,gravelpit5.png
58,gravelpit5_evaluation_8.csv,gravelpit5.png
59,gravelpit5_evaluation_9.csv,gravelpit5.png
60,gravelpit5_evaluation_10.csv,gravelpit5.png
61,gravelpit5_evaluation_11.csv,gravelpit5.png
62,gravelpit5_evaluation_12.csv,gravelpit5.png
63,gravelpit5_evaluation_13.csv,gravelpit5.png
64,gravelpit5_evaluation_14.csv,gravelpit5.png
65,gravelpit5_evaluation_15.csv,gravelpit5.png
66,gravelpit5_evaluation_16.csv,gravelpit5.png
67,gravelpit5_evaluation_17.csv,gravelpit5.png
68,gravelpit5_evaluation_18.csv,gravelpit5.png
69,gravelpit5_evaluation_19.csv,gravelpit5.png
70,gravelpit5_evaluation_20.csv,gravelpit5.png
71,gravelpit5_evaluation_21.csv,gravelpit5.png
72,gravelpit5_evaluation_22.csv,gravelpit5.png
73,gravelpit5_evaluation_23.csv,gravelpit5.png
74,gravelpit5_evaluation_24.csv,gravelpit5.png
75,gravelpit5_evaluation_25.csv,gravelpit5.png
76,gravelpit5_evaluation_26.csv,gravelpit5.png
77,gravelpit5_evaluation_27.csv,gravelpit5.png
78,gravelpit5_evaluation_28.csv,gravelpit5.png
79,gravelpit5_evaluation_29.csv,gravelpit5.png
80,gravelpit5_evaluation_30.csv,gravelpit5.png
81,gravelpit5_evaluation_31.csv,gravelpit5.png
82,gravelpit5_evaluation_32.csv,gravelpit5.png
83,gravelpit5_evaluation_33.csv,gravelpit5.png
85,gravelpit5_evaluation_35.csv,gravelpit5.png
86,gravelpit5_evaluation_36.csv,gravelpit5.png
87,gravelpit5_evaluation_37.csv,gravelpit5.png
88,gravelpit5_evaluation_38.csv,gravelpit5.png
89,gravelpit5_evaluation_39.csv,gravelpit5.png
90,gravelpit5_evaluation_40.csv,gravelpit5.png
91,gravelpit5_evaluation_41.csv,gravelpit5.png
92,gravelpit5_evaluation_42.csv,gravelpit5.png
93,gravelpit5_evaluation_43.csv,gravelpit5.png
94,gravelpit5_evaluation_44.csv,gravelpit5.png
95,gravelpit5_evaluation_45.csv,gravelpit5.png
96,gravelpit5_evaluation_46.csv,gravelpit5.png
97,gravelpit5_evaluation_47.csv,gravelpit5.png
98,gravelpit5_evaluation_48.csv,gravelpit5.png
99,gravelpit5_evaluation_49.csv,gravelpit5.png
